Erreur_détectée	Correction_proposée	Contexte	Fichier
BC	B	nt. AB.   Troisième combinaison. SOL. Faites cos. BC tang. B : : r. cot. C • cos2. ~, et r. tang. B C 	6203000.xml
tang	gant	 AB.   Troisième combinaison. SOL. Faites cos. B: tang. B : : r. cot. C • cos2. ~, et r. tang. B C : sin	6203000.xml
cot	oct	e combinaison. SOL. Faites cos. B: gant. B : : r. cot. C • cos2. ~, et r. tang. B C : sin2. * * cos. B 	6203000.xml
tang	gant	es cos. B: gant. B : : r. oct. C • cos2. ~, et r. tang. B C : sin2. * * cos. B : cot. AB.   18. EXEMPLE.	6203000.xml
cot	oct	C • cos2. ~, et r. gant. B C : sin2. * * cos. B : cot. AB.   18. EXEMPLE. Soit AB = 84°, BC= 43° 52' 20	6203000.xml
BC	B	"* cos. B : oct. AB.   18. EXEMPLE. Soit AB = 84°, BC 43° 52' 20"", B — IO°371 10"", , et cherchons C. J’"	6203000.xml
Ig	G	 50'.   CHAPITRE II.   PROPRIÉTÉS DE L’ELLIPSE.   Ig SOIT r le sinus total, et à la fois le demi grand	6203000.xml
ellipset	ellipse	sinus total, et à la fois le demi grand axe d’une ellipsetsin. y le demi petit axe, cos. la demie excentrici	6203000.xml
dd	de	 petit axe, cos. la demie excentricité, z l’angle dd)  grand axe avec le rayon vecteur partant du foye	6203000.xml
tang	gant	e l’excentrique, on aura   1° r. cos. z + sin. z. tang. m - r. cos. y = o.   2°. r. cos. z + sin. z. tan	6203000.xml
tang	gant	ant. m - r. cos. y = o.   2°. r. cos. z + sin. z. tang. n — r. sec. y = O.   3°. r. cos. n = cos. cos. m	6203000.xml
tang	gant	.   3°. r. cos. n = cos. cos. m. (   4° r. sin.~— tang. y. cot. n. ( ;   5°. r. tang. ~Ip = sin. y. cot.	6203000.xml
cot	oct	. cos. n = cos. cos. m. (   4° r. sin.~— gant. y. cot. n. ( ;   5°. r. tang. ~Ip = sin. y. cot. m.   6°	6203000.xml
tang	gant	m. (   4° r. sin.~— gant. y. oct. n. ( ;   5°. r. tang. ~Ip = sin. y. cot. m.   6° r. sin. m == sin. n. 	6203000.xml
Ip	IP	4° r. sin.~— gant. y. oct. n. ( ;   5°. r. gant. ~Ip = sin. y. cot. m.   6° r. sin. m == sin. n. cos. 	6203000.xml
cot	oct	gant. y. oct. n. ( ;   5°. r. gant. ~IP = sin. y. cot. m.   6° r. sin. m == sin. n. cos. ~<p. s 70. r. 	6203000.xml
tang	gant	. m.   6° r. sin. m == sin. n. cos. ~<p. s 70. r. tang. z = tang. ~1/2 y. tang. '2' ~9.   20. La premièr	6203000.xml
tang	gant	r. sin. m == sin. n. cos. ~<p. s 70. r. gant. z = tang. ~1/2 y. tang. '2' ~9.   20. La première et la se	6203000.xml
tang	gant	in. n. cos. ~<p. s 70. r. gant. z = gant. ~1/2 y. tang. '2' ~9.   20. La première et la seconde équation	6203000.xml
tang	gant	l. -   Solution de l’équation r. cos. z + sin. z. tang. m - r. cos. y = o.   Faites r:col. m :: sin, y :	6203000.xml
tang	gant	 m - r. cos. y = o.   Faites r:col. m :: sin, y : tang. ~<>, et r : tang. 1/2 y :: ~tang.cot i f ; tang.	6203000.xml
tang	gant	.   Faites r:col. m :: sin, y : gant. ~<>, et r : tang. 1/2 y :: ~tang.cot i f ; tang. 1/2 z.   F-r- USA	6203000.xml
tang	gant	. m :: sin, y : gant. ~<>, et r : gant. 1/2 y :: ~tang.cot i f ; tang. 1/2 z.   F-r- USAGES DE L’ELLIPSE	6203000.xml
tang	gant	 gant. ~<>, et r : gant. 1/2 y :: ~gant.cot i f ; tang. 1/2 z.   F-r- USAGES DE L’ELLIPSE   Solution de 	6203000.xml
tang	gant	IPSE   Solution de l’équation r. cos. z + sin. z. tang. n — r. sec. > == o, Faites r : cot. n : : ta : s	6203000.xml
cot	oct	 z + sin. z. gant. n — r. sec. > == o, Faites r : cot. n : : ta : sin. p, et r : r.. fang, t : tango f 	6203000.xml
fang	gang	 o, Faites r : oct. n : : ta : sin. p, et r : r.. fang, t : tango f z.   21, Quand on a cos. y—sec. y=r,	6203000.xml
tang	gant	. y—sec. y=r, les équations à résoudre deviennent tang. m = tang. n = cosec. z — cot. z = tang. 1/2 z ; 	6203000.xml
tang	gant	=r, les équations à résoudre deviennent gant. m = tang. n = cosec. z — cot. z = tang. 1/2 z ;   donc alo	6203000.xml
cosec	codec	uations à résoudre deviennent gant. m = gant. n = cosec. z — cot. z = tang. 1/2 z ;   donc alors m= n == 	6203000.xml
cot	oct	ésoudre deviennent gant. m = gant. n = codec. z — cot. z = tang. 1/2 z ;   donc alors m= n == f z.   22	6203000.xml
tang	gant	eviennent gant. m = gant. n = codec. z — oct. z = tang. 1/2 z ;   donc alors m= n == f z.   22. Quand m,	6203000.xml
changemens	changements	and m, n, ou y est obtus, il faut avoir égard aux changemenss qui en résultent, soit pour le signe des termes,	6203000.xml
tang	gant	s la seconde proportion on emploie successivement tang. f ~<p et cot. 1/2 ~p.   Soit z la première racin	6203000.xml
cot	oct	oportion on emploie successivement gant. f ~<p et cot. 1/2 ~p.   Soit z la première racine et ~e la sec	6203000.xml
tang	gant	z la première racine et ~e la seconde, on aura r. tang. 1/2 z = tang. -î. y tang. ~<p, et r. tang. 1/2 ~	6203000.xml
tang	gant	racine et ~e la seconde, on aura r. gant. 1/2 z = tang. -î. y tang. ~<p, et r. tang. 1/2 ~f = tang. f y.	6203000.xml
î	i	et ~e la seconde, on aura r. gant. 1/2 z = gant. -î. y tang. ~<p, et r. tang. 1/2 ~f = tang. f y. cot	6203000.xml
tang	gant	 la seconde, on aura r. gant. 1/2 z = gant. -i. y tang. ~<p, et r. tang. 1/2 ~f = tang. f y. cot. 1/2 ~ 	6203000.xml
tang	gant	ura r. gant. 1/2 z = gant. -i. y gant. ~<p, et r. tang. 1/2 ~f = tang. f y. cot. 1/2 ~ ; de là   je conc	6203000.xml
tang	gant	2 z = gant. -i. y gant. ~<p, et r. gant. 1/2 ~f = tang. f y. cot. 1/2 ~ ; de là   je conclus que cot. z 	6203000.xml
cot	oct	 -i. y gant. ~<p, et r. gant. 1/2 ~f = gant. f y. cot. 1/2 ~ ; de là   je conclus que cot. z — -L = r. 	6203000.xml
cot	oct	 = gant. f y. oct. 1/2 ~ ; de là   je conclus que cot. z — -L = r. tang. ~(p m, et que 2 p-- cot. iii, 	6203000.xml
tang	gant	. 1/2 ~ ; de là   je conclus que oct. z — -L = r. tang. ~(p m, et que 2 p-- cot. iii, et que cot. r. sin	6203000.xml
cot	oct	us que oct. z — -L = r. gant. ~(p m, et que 2 p-- cot. iii, et que cot. r. sin. (p = cot. n. Donc dans 	6203000.xml
iii	ici	e oct. z — -L = r. gant. ~(p m, et que 2 p-- oct. iii, et que cot. r. sin. (p = cot. n. Donc dans la pr	6203000.xml
cot	oct	L = r. gant. ~(p m, et que 2 p-- oct. ici, et que cot. r. sin. (p = cot. n. Donc dans la première équac	6203000.xml
cot	oct	, et que 2 p-- oct. ici, et que oct. r. sin. (p = cot. n. Donc dans la première équac~ot. (-i 2 z + 2 f	6203000.xml
équac	équant	e oct. r. sin. (p = oct. n. Donc dans la première équact~ot. (-i 2 z + 2 fang , tion m est la demie diffé	6203000.xml
fang	gang	. n. Donc dans la première équant~ot. (-i 2 z + 2 fang , tion m est la demie différence des racines, jet	6203000.xml
tion	fion	nc dans la première équant~ot. (-i 2 z + 2 gang , tion m est la demie différence des racines, jet dans l	6203000.xml
tang	gant	ité inconnue, les pro- portions du n°. 20 donnent tang. 1/2 y : tang. 1/2 z :: r ; ~tang.cot.1/2 ~, et s	6203000.xml
tang	gant	les pro- portions du n°. 20 donnent gant. 1/2 y : tang. 1/2 z :: r ; ~tang.cot.1/2 ~, et sin. y : tang.~	6203000.xml
tang	gant	 n°. 20 donnent gant. 1/2 y : gant. 1/2 z :: r ; ~tang.cot.1/2 ~, et sin. y : tang.~::r:cot. m, ou teine	6203000.xml
tang	gant	: gant. 1/2 z :: r ; ~gant.cot.1/2 ~, et sin. y : tang.~::r:cot. m, ou teine sin. ~y : : r : cot. n. On 	6203000.xml
teine	reine	~gant.cot.1/2 ~, et sin. y : gant.~::r:cot. m, ou teine sin. ~y : : r : cot. n. On ne trouve pour m ou po	6203000.xml
cot	oct	n. y : gant.~::r:cot. m, ou reine sin. ~y : : r : cot. n. On ne trouve pour m ou pour n qu’une seule ra	6203000.xml
tang	gant	 la première proportion on emploie indifféremment tang. 1/2~ p et cot. 1/2 p. La raison en est que si de	6203000.xml
cot	oct	portion on emploie indifféremment gant. 1/2~ p et cot. 1/2 p. La raison en est que si deux demis angles	6203000.xml
complémens	compléments	p. La raison en est que si deux demis angles sont complémenss l’un de l’autre, les angles mêmes sont suplémens	6203000.xml
suplémens	suppléments	ompléments l’un de l’autre, les angles mêmes sont suplémensts l’un de l’autre, et conséquemment ont le même s	6203000.xml
î	i	ur la seconde proportion.   25. Puisque n= + z + -î e, et m = 1/2 z — f on a n + m = z et n - in ce q	6203000.xml
oun	ou	nd y pour la quantité inconnue, on donne z avec m oun donc on a cos. m * cos. (z- m) * î r * * cos. y o	6203000.xml
î	i	nne z avec m ou: donc on a cos. m * cos. (z- m) * î r * * cos. y ou cos. (z — n) * cos. iz :: r : cos	6203000.xml
iz	i	s. (z- m) * i r * * cos. y ou cos. (z — n) * cos. iz:: r : cos. y   26. Si j’ai à résoudre l’équation 	6203000.xml
APLICATION	APPLICATION	>44 - USAGES DE L’ELLIPSE   CHAPITRE III. ,.-   1 APLICATIONN DE L’ELLIPSE AUX TRIANGLES SPHÉRIQUES,   .1   ar	6203000.xml
articlk	article	ION DE L’ELLIPSE AUX TRIANGLES SPHÉRIQUES,   .1   articlk PREMIER,   Discussion de l’équation r\ cos. AB = 	6203000.xml
BC	B	ssion de l’équation r\ cos. AB = r. cos. AC. cos. BC4 »' cos. C. sin. AC, sin. BC.   Premier cas lorsq	6203000.xml
BC	B	B = r. cos. AC. cos. B 4 »' cos. C. sin. AC, sin. BC   Premier cas lorsque cos. AC > cos. AB.   27. Je	6203000.xml
tang	gant	27. Je fais r. cos. AB = cos. AC. cos. y, cos. C. tang. AC = r. tang. m, et BC= z : l’équation devient r	6203000.xml
tang	gant	 cos. AB = cos. AC. cos. y, cos. C. gant. AC = r. tang. m, et BC= z : l’équation devient r. cos. z + sin	6203000.xml
BC	B	os. AC. cos. y, cos. C. gant. AC = r. gant. m, et BC z : l’équation devient r. cos. z + sin. z. tang. 	6203000.xml
tang	gant	 et B= z : l’équation devient r. cos. z + sin. z. tang. 7TJ — r. cos. y = o. Donc pour la résoudre relat	6203000.xml
nO	no	. y = o. Donc pour la résoudre relativement à z < nO, 20) , il faut faire, 1°. cos. AC: cos. AB :: r :	6203000.xml
tang	gant	AB :: r : cos. y ; 2°. cos. C: col. AC:: sin. y : tang. <p, 3° r : tang. 1/2 y lm ~tang.cot.1/2~: tang. 	6203000.xml
tang	gant	; 2°. cos. C: col. AC:: sin. y : gant. <p, 3° r : tang. 1/2 y lm ~tang.cot.1/2~: tang. } BC.   La demie 	6203000.xml
tang	gant	l. AC:: sin. y : gant. <p, 3° r : gant. 1/2 y lm ~tang.cot.1/2~: tang. } BC.   La demie différence des r	6203000.xml
tang	gant	: gant. <p, 3° r : gant. 1/2 y lm ~gant.cot.1/2~: tang. } BC.   La demie différence des racines est donn	6203000.xml
BC	B	<p, 3° r : gant. 1/2 y lm ~gant.cot.1/2~: gant. } BC   La demie différence des racines est donnée (n°.	6203000.xml
tang	gant	t donnée (n°. 23) par la proportion r : cos. C: * tang. AC: tang. 1/2(BC - bc).   Si c’est l’angle C qu’	6203000.xml
tang	gant	n°. 23) par la proportion r : cos. C: * gant. AC: tang. 1/2(BC - bc).   Si c’est l’angle C qu’on veuille	6203000.xml
BC	B	r la proportion r : cos. C: * gant. AC: gant. 1/2(BC- bc).   Si c’est l’angle C qu’on veuille conclure	6203000.xml
bc	b	 proportion r : cos. C: * gant. AC: gant. 1/2(B - bc.   Si c’est l’angle C qu’on veuille conclure du c	6203000.xml
BC	B	Si c’est l’angle C qu’on veuille conclure du côté BC on a (n°. 24) , 1 cos. AC * cos.AB:: r : cos. y, 	6203000.xml
tang	gant	a (n°. 24) , 1 cos. AC * cos.AB:: r : cos. y, 2°. tang. 1/2 y: tang. B C.- ] r : tango 1 30 tanê ; sin. 	6203000.xml
tang	gant	1 cos. AC * cos.AB:: r : cos. y, 2°. gant. 1/2 y: tang. B C.- ] r : tango 1 30 tanê ; sin. cot. A C « . 	6203000.xml
tanê	tan	" y, 2°. gant. 1/2 y: gant. B C.- ] r : tango 1 30 tanê; sin. cot. A C « . co,$- Ccot. ""2 cp, ° tang. cp "	6203000.xml
cot	oct	"t. 1/2 y: gant. B C.- ] r : tango 1 30 tan ; sin. cot. A C « . co,$- Ccot. ""2 cp, ° tang. cp * sin. y :"	6203000.xml
co	quo	"t. B C.- ] r : tango 1 30 tan ; sin. oct. A C « . coo,$- Ccot. ""2 cp, ° tang. cp * sin. y : : cot. AC "	6203000.xml
Ccot	Écot	"- ] r : tango 1 30 tan ; sin. oct. A C « . quo,$- Ccot. ""2 cp, ° tang. cp * sin. y : : cot. AC : cos. C."	6203000.xml
cp	CP	"ango 1 30 tan ; sin. oct. A C « . quo,$- Écot. ""2 cp, ° tang. cp * sin. y : : cot. AC : cos. C.   Seco"	6203000.xml
tang	gant	" 30 tan ; sin. oct. A C « . quo,$- Écot. ""2 CP, ° tang. cp * sin. y : : cot. AC : cos. C.   Second cas l"	6203000.xml
cp	CP	"n ; sin. oct. A C « . quo,$- Écot. ""2 CP, ° gant. cp * sin. y : : cot. AC : cos. C.   Second cas lorsq"	6203000.xml
cot	oct	"C « . quo,$- Écot. ""2 CP, ° gant. CP * sin. y : : cot. AC : cos. C.   Second cas lorsque cos. AB > cos,"	6203000.xml
tang	gant	 28. Je fais r. cos. AC= cos. AB. cos. y, cos. C. tang. AC = T. tang. n, et BC == z: l’équation devient 	6203000.xml
tang	gant	. cos. AC= cos. AB. cos. y, cos. C. gant. AC = T. tang. n, et BC == z: l’équation devient r. cos. z + si	6203000.xml
BC	B	os. AB. cos. y, cos. C. gant. AC = T. gant. n, et BC== z: l’équation devient r. cos. z + sin. Z. tang.	6203000.xml
tang	gant	et B == z: l’équation devient r. cos. z + sin. Z. tang. nT, sec. 7 = o. Donc pour la résoudre relativeme	6203000.xml
cot	oct	 1°. cos. AB : cos. AC : : r cos. y, 2°. cos. C : cot. AC: : ta 3°. 1.. tang 1 tan g. t Bc tang. y : si	6203000.xml
tang	gant	" : : r cos. y, 2°. cos. C : oct. AC: : ta 3°. 1.. tang 1 tan g. t Bc tang. y : sin. p, 3°. r : tang. 2"" "	6203000.xml
Bc	C	"°. cos. C : oct. AC: : ta 3°. 1.. gant 1 tan g. t Bctang. y : sin. p, 3°. r : tang. 2"" y : : ~tang.cot"	6203000.xml
tang	gant	" cos. C : oct. AC: : ta 3°. 1.. gant 1 tan g. t C tang. y : sin. p, 3°. r : tang. 2"" y : : ~tang.cot. 1/"	6203000.xml
tang	gant	". 1.. gant 1 tan g. t C gant. y : sin. p, 3°. r : tang. 2"" y : : ~tang.cot. 1/2 : | La demie somme des r"	6203000.xml
tang	gant	" g. t C gant. y : sin. p, 3°. r : gant. 2"" y : : ~tang.cot. 1/2 : | La demie somme des racines est donné"	6203000.xml
tang	gant	acines est donnée par la proportion r : cos. C: : tang. AC: tang. (B C + b c ).   Si c’est l’angle C qu’	6203000.xml
tang	gant	 donnée par la proportion r : cos. C: : gant. AC: tang. (B C + b c ).   Si c’est l’angle C qu’on veuille	6203000.xml
BC	B	Si c’est l’angle C qu’on veuille conclure du côté BC on a 1°. cos. AB : cos. AC: : r cos. y, 2°. tang.	6203000.xml
tang	gant	té B, on a 1°. cos. AB : cos. AC: : r cos. y, 2°. tang. f 7' : tang. 1/2 BC : : r : tang. J 3°' 1- 1- A 	6203000.xml
tang	gant	. cos. AB : cos. AC: : r cos. y, 2°. gant. f 7' : tang. 1/2 BC : : r : tang. J 3°' 1- 1- A C C.   f ~ç, 	6203000.xml
BC	B	: cos. AC: : r cos. y, 2°. gant. f 7' : gant. 1/2 BC: : r : tang. J 3°' 1- 1- A C C.   f ~ç, 3°. sin. 	6203000.xml
tang	gant	 : r cos. y, 2°. gant. f 7' : gant. 1/2 B : : r : tang. J 3°' 1- 1- A C C.   f ~ç, 3°. sin. ~<p : tang. 	6203000.xml
ç	c	gant. 1/2 B : : r : gant. J 3°' 1- 1- A C C.   f ~ç, 3°. sin. ~<p : tang. y * cot. AC : cos. C, cot. 	6203000.xml
tang	gant	": gant. J 3°' 1- 1- A C C.   f ~c, 3°. sin. ~<p : tang. y * cot. AC : cos. C, cot. ::: 1 ) 1"" O' 1   Tro"	6203000.xml
cot	oct	"3°' 1- 1- A C C.   f ~c, 3°. sin. ~<p : gant. y * cot. AC : cos. C, cot. ::: 1 ) 1"" O' 1   Troisième ca"	6203000.xml
cot	oct	" f ~c, 3°. sin. ~<p : gant. y * oct. AC : cos. C, cot. ::: 1 ) 1"" O' 1   Troisième cas lorsque cos. AB "	6203000.xml
tang	gant	os. AC.   2g. L’équation (n°. 21) devient cos. C. tang. AC = r. tang. f B C.   30. Quand AB et A C sont 	6203000.xml
tang	gant	L’équation (n°. 21) devient cos. C. gant. AC = r. tang. f B C.   30. Quand AB et A C sont de même espèce	6203000.xml
résoud	résous	éremment (n°. 24) aigu ou obtus. Cette discussion résoud les problêmes suivans.   31. PROB. Etant donnés d	6203000.xml
problêmes	problèmes	°. 24) aigu ou obtus. Cette discussion résous les problêmes suivans.   31. PROB. Etant donnés deux côtés AB, 	6203000.xml
suivans	suivants	u ou obtus. Cette discussion résous les problèmes suivanss.   31. PROB. Etant donnés deux côtés AB, AC avec	6203000.xml
PROB	PRO	e discussion résous les problèmes suivants.   31. PROB Etant donnés deux côtés AB, AC avec un angle C op	6203000.xml
Etant	Étant	cussion résous les problèmes suivants.   31. PRO. Etant donnés deux côtés AB, AC avec un angle C oppsé au	6203000.xml
oppsé	opposé	O. Étant donnés deux côtés AB, AC avec un angle C oppséé au côté AB, déterminer le troisième côté BC,   P	6203000.xml
BC	B	"C opposé au côté AB, déterminer le troisième côté BC   Prenzier cas lorsque cos. AC > cos. AB. *'""*■~"""	6203000.xml
Prenzier	Premier	"osé au côté AB, déterminer le troisième côté B,   Prenziercas lorsque cos. AC > cos. AB. *'""*■~""J -.   SOL. "	6203000.xml
cot	oct	ites 1° .cos. AC:cos.AB:: r: cos. y , 2° .cos. C: cot.AC:: sin. y tang. p r : tang. 1/2 y : : <p tang. 	6203000.xml
tang	gant	:cos.AB:: r: cos. y , 2° .cos. C: oct.AC:: sin. y tang. p r : tang. 1/2 y : : <p tang. BC.   La demie di	6203000.xml
tang	gant	 cos. y , 2° .cos. C: oct.AC:: sin. y gant. p r : tang. 1/2 y : : <p tang. BC.   La demie différence des	6203000.xml
tang	gant	C: oct.AC:: sin. y gant. p r : gant. 1/2 y : : <p tang. BC.   La demie différence des racines est donnée	6203000.xml
BC	B	.AC:: sin. y gant. p r : gant. 1/2 y : : <p gant. BC   La demie différence des racines est donnée par 	6203000.xml
tang	gant	acines est donnée par la proportion r : cos. C: : tang. -4 C : tang. î (BC - bc).   Second cas lorsque c	6203000.xml
tang	gant	nnée par la proportion r : cos. C: : gant. -4 C : tang. î (BC - bc).   Second cas lorsque cos. AB > cos.	6203000.xml
î	i	ar la proportion r : cos. C: : gant. -4 C : gant. î (BC - bc).   Second cas lorsque cos. AB > cos. AC	6203000.xml
BC	B	la proportion r : cos. C: : gant. -4 C : gant. i (BC- bc).   Second cas lorsque cos. AB > cos. AC.   S	6203000.xml
bc	b	roportion r : cos. C: : gant. -4 C : gant. i (B - bc.   Second cas lorsque cos. AB > cos. AC.   SOL. F	6203000.xml
cot	oct	Faites I°.cos. AB: cos,AC:: r : cos.y, 2°. cos. C:cot.AC:: tang.y : sin.~, 3°. r: tang.1/2 y : : ~tang.	6203000.xml
tang	gant	.cos. AB: cos,AC:: r : cos.y, 2°. cos. C:oct.AC:: tang.y : sin.~, 3°. r: tang.1/2 y : : ~tang.cot.1/2 : 	6203000.xml
tang	gant	cos.y, 2°. cos. C:oct.AC:: gant.y : sin.~, 3°. r: tang.1/2 y : : ~tang.cot.1/2 : tang. { BC.   tang. ,..	6203000.xml
tang	gant	C:oct.AC:: gant.y : sin.~, 3°. r: gant.1/2 y : : ~tang.cot.1/2 : tang. { BC.   tang. ,.. 1. <p , r : tan	6203000.xml
tang	gant	.y : sin.~, 3°. r: gant.1/2 y : : ~gant.cot.1/2 : tang. { BC.   tang. ,.. 1. <p , r : tang. - , cot. - (	6203000.xml
BC	B	.~, 3°. r: gant.1/2 y : : ~gant.cot.1/2 : gant. { BC   tang. ,.. 1. <p , r : tang. - , cot. - (p : tan	6203000.xml
tang	gant	°. r: gant.1/2 y : : ~gant.cot.1/2 : gant. { B.   tang. ,.. 1. <p , r : tang. - , cot. - (p : tan~g. 1 B	6203000.xml
tang	gant	gant.cot.1/2 : gant. { B.   gant. ,.. 1. <p , r : tang. - , cot. - (p : tan~g. 1 BC La demie somme des r	6203000.xml
cot	oct	/2 : gant. { B.   gant. ,.. 1. <p , r : gant. - , cot. - (p : tan~g. 1 BC La demie somme des racines es	6203000.xml
BC	B	t. ,.. 1. <p , r : gant. - , oct. - (p : tan~g. 1 BCLa demie somme des racines est donnée par la propo	6203000.xml
tang	gant	acines est donnée par la proportion r : 00s. C: : tang. A C : tang.1/2. (BC + b c).   i* } Troisième cas	6203000.xml
tang	gant	onnée par la proportion r : 00s. C: : gant. A C : tang.1/2. (BC + b c).   i* } Troisième cas lorsque cos	6203000.xml
BC	B	a proportion r : 00s. C: : gant. A C : gant.1/2. (BC+ b c).   i* } Troisième cas lorsque cos. AB == co	6203000.xml
tang	gant	 cos. AB == cos. AC.   SOL. Faites r : cos. C : : tang. A C : tang. B C.   J46 USAGES DE L’ELLIPSE   - »	6203000.xml
tang	gant	cos. AC.   SOL. Faites r : cos. C : : gant. A C : tang. B C.   J46 USAGES DE L’ELLIPSE   - » -   32. PRO	6203000.xml
PROB	PRO	ant. B C.   J46 USAGES DE L’ELLIPSE   - » -   32. PROB Etant donnés les trois côtés, déterminer un angle	6203000.xml
Etant	Étant	B C.   J46 USAGES DE L’ELLIPSE   - » -   32. PRO. Etant donnés les trois côtés, déterminer un angle C.   	6203000.xml
Poyez	Oyez	 donnés les trois côtés, déterminer un angle C.   Poyezn°. 4.   Premier cas lorsque cos. AC > cos. AB.   	6203000.xml
